AirportCode,AirportName,Average_0_15_PassengerCount,Average_121_PassengerCount,Average_16_30_PassengerCount,Average_31_45_PassengerCount,Average_46_60_PassengerCount,Average_61_90_PassengerCount,Average_91_120_PassengerCount,AverageWait,BoothsUsed,ExcludedPassengerCount,FlightCount,FlightDate,GlobalEntryPassengerCount,HourRange,LastUpdated,MaxWait,NonUsaPassengerAverageWait,NonUsaPassengerCount,NonUsaPassengerMaxWait,SiteId,TerminalName,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount,UsaPassengerMaxWait
LAX,Los Angeles International Airport,602,0,537,31,0,0,0,15,25,34,7,2023-09-24,69,2300 - 0000,2024-08-05 10:17:48,39,16,339,38,A273,Tom Bradley International Terminal,1204,15,865,39
LAX,Los Angeles International Airport,320,0,264,165,51,0,0,21,25,20,4,2023-09-25,92,0500 - 0600,2024-08-05 10:17:48,56,29,474,56,A273,Tom Bradley International Terminal,820,11,346,45
LAX,Los Angeles International Airport,157,0,55,57,0,0,0,17,22,8,2,2023-09-25,19,0600 - 0700,2024-08-05 10:17:48,45,27,101,45,A273,Tom Bradley International Terminal,277,11,176,42
LAX,Los Angeles International Airport,455,0,537,92,27,10,0,18,28,36,5,2023-09-25,52,0700 - 0800,2024-08-05 10:17:48,83,19,781,64,A273,Tom Bradley International Terminal,1157,17,376,83
LAX,Los Angeles International Airport,292,0,565,109,28,0,0,21,25,33,4,2023-09-25,46,0800 - 0900,2024-08-05 10:17:48,56,23,617,54,A273,Tom Bradley International Terminal,1027,18,410,56
LAX,Los Angeles International Airport,149,0,166,179,70,0,0,26,44,12,2,2023-09-25,43,0900 - 1000,2024-08-05 10:17:48,56,32,419,56,A273,Tom Bradley International Terminal,576,13,157,54
LAX,Los Angeles International Airport,507,0,594,689,388,48,0,30,45,64,9,2023-09-25,190,1000 - 1100,2024-08-05 10:17:48,77,39,1377,77,A273,Tom Bradley International Terminal,2290,17,913,77
LAX,Los Angeles International Airport,446,0,476,59,11,0,0,16,39,30,4,2023-09-25,113,1100 - 1200,2024-08-05 10:17:48,57,18,453,57,A273,Tom Bradley International Terminal,1022,15,569,57
LAX,Los Angeles International Airport,548,0,881,292,14,9,0,21,48,46,8,2023-09-25,144,1200 - 1300,2024-08-05 10:17:48,72,22,979,72,A273,Tom Bradley International Terminal,1790,19,811,72
LAX,Los Angeles International Airport,1159,0,1060,307,89,8,0,18,47,78,11,2023-09-25,251,1300 - 1400,2024-08-05 10:17:48,65,21,1401,65,A273,Tom Bradley International Terminal,2701,16,1300,54
LAX,Los Angeles International Airport,828,0,928,437,272,285,100,30,47,96,11,2023-09-25,250,1400 - 1500,2024-08-05 10:17:48,112,38,1369,112,A273,Tom Bradley International Terminal,2946,24,1577,93
LAX,Los Angeles International Airport,305,0,478,621,328,882,211,50,51,82,12,2023-09-25,252,1500 - 1600,2024-08-05 10:17:48,116,72,1399,116,A273,Tom Bradley International Terminal,2907,30,1508,107
LAX,Los Angeles International Airport,213,0,394,351,171,15,0,29,43,32,5,2023-09-25,148,1600 - 1700,2024-08-05 10:17:48,64,36,486,64,A273,Tom Bradley International Terminal,1176,25,690,64
LAX,Los Angeles International Airport,749,0,542,218,99,0,0,19,49,48,8,2023-09-25,158,1700 - 1800,2024-08-05 10:17:48,54,17,625,53,A273,Tom Bradley International Terminal,1656,20,1031,54
LAX,Los Angeles International Airport,1058,0,460,262,66,0,0,17,40,59,9,2023-09-25,179,1800 - 1900,2024-08-05 10:17:48,55,21,1001,55,A273,Tom Bradley International Terminal,1905,12,904,55
LAX,Los Angeles International Airport,437,0,399,257,67,9,0,22,35,34,5,2023-09-25,132,1900 - 2000,2024-08-05 10:17:48,62,32,405,62,A273,Tom Bradley International Terminal,1203,16,798,62
LAX,Los Angeles International Airport,604,0,454,69,0,0,0,16,29,30,5,2023-09-25,98,2000 - 2100,2024-08-05 10:17:48,43,19,403,43,A273,Tom Bradley International Terminal,1157,14,754,35
LAX,Los Angeles International Airport,473,0,162,28,0,0,0,12,29,19,3,2023-09-25,53,2100 - 2200,2024-08-05 10:17:48,35,15,349,35,A273,Tom Bradley International Terminal,682,8,333,35
LAX,Los Angeles International Airport,473,0,186,8,0,0,0,12,18,21,5,2023-09-25,28,2200 - 2300,2024-08-05 10:17:48,40,14,232,40,A273,Tom Bradley International Terminal,688,11,456,40
LAX,Los Angeles International Airport,251,0,402,451,74,0,0,27,22,32,7,2023-09-25,36,2300 - 0000,2024-08-05 10:17:48,59,28,355,59,A273,Tom Bradley International Terminal,1210,26,855,59
LAX,Los Angeles International Airport,79,0,449,218,221,37,0,33,26,26,5,2023-09-26,126,0500 - 0600,2024-08-05 10:17:48,66,41,571,66,A273,Tom Bradley International Terminal,1030,23,459,62
LAX,Los Angeles International Airport,130,0,272,128,42,1,0,25,23,14,3,2023-09-26,19,0600 - 0700,2024-08-05 10:17:48,73,29,390,73,A273,Tom Bradley International Terminal,587,17,197,48
LAX,Los Angeles International Airport,178,0,368,68,35,20,0,23,26,19,3,2023-09-26,36,0700 - 0800,2024-08-05 10:17:48,66,27,382,66,A273,Tom Bradley International Terminal,688,19,306,65
LAX,Los Angeles International Airport,338,0,392,100,4,3,0,18,26,32,4,2023-09-26,27,0800 - 0900,2024-08-05 10:17:48,66,23,549,66,A273,Tom Bradley International Terminal,869,11,320,66
LAX,Los Angeles International Airport,235,0,287,187,235,368,2,41,47,38,4,2023-09-26,62,0900 - 1000,2024-08-05 10:17:48,92,49,899,85,A273,Tom Bradley International Terminal,1352,26,453,92
LAX,Los Angeles International Airport,133,0,261,271,160,17,0,31,40,24,5,2023-09-26,91,1000 - 1100,2024-08-05 10:17:48,66,40,504,66,A273,Tom Bradley International Terminal,866,20,362,61
LAX,Los Angeles International Airport,447,3,636,678,104,20,1,26,38,63,9,2023-09-26,190,1100 - 1200,2024-08-05 10:17:48,126,33,947,126,A273,Tom Bradley International Terminal,1952,20,1005,109
LAX,Los Angeles International Airport,473,0,545,698,280,3,0,28,50,62,8,2023-09-26,192,1200 - 1300,2024-08-05 10:17:48,88,37,1124,88,A273,Tom Bradley International Terminal,2061,17,937,87
LAX,Los Angeles International Airport,512,0,553,245,230,5,0,24,47,43,7,2023-09-26,162,1300 - 1400,2024-08-05 10:17:48,62,35,753,62,A273,Tom Bradley International Terminal,1588,15,835,47
LAX,Los Angeles International Airport,522,0,648,258,100,6,0,22,42,53,6,2023-09-26,83,1400 - 1500,2024-08-05 10:17:48,62,25,977,62,A273,Tom Bradley International Terminal,1587,17,610,62
LAX,Los Angeles International Airport,522,0,542,460,355,189,0,31,48,62,9,2023-09-26,223,1500 - 1600,2024-08-05 10:17:48,87,45,1085,87,A273,Tom Bradley International Terminal,2130,17,1045,87
LAX,Los Angeles International Airport,722,0,497,160,21,0,0,17,44,41,6,2023-09-26,135,1600 - 1700,2024-08-05 10:17:48,56,21,536,56,A273,Tom Bradley International Terminal,1441,14,905,56
LAX,Los Angeles International Airport,228,0,357,57,0,0,0,20,41,12,4,2023-09-26,47,1700 - 1800,2024-08-05 10:17:48,39,20,283,39,A273,Tom Bradley International Terminal,654,19,371,39
LAX,Los Angeles International Airport,964,0,336,90,0,0,0,13,40,41,8,2023-09-26,156,1800 - 1900,2024-08-05 10:17:48,43,14,647,43,A273,Tom Bradley International Terminal,1431,12,784,42
LAX,Los Angeles International Airport,468,0,291,130,9,0,0,16,26,26,4,2023-09-26,113,1900 - 2000,2024-08-05 10:17:48,49,21,447,49,A273,Tom Bradley International Terminal,924,11,477,47
LAX,Los Angeles International Airport,498,0,748,488,184,128,2,28,30,78,9,2023-09-26,185,2000 - 2100,2024-08-05 10:17:48,91,37,936,91,A273,Tom Bradley International Terminal,2126,22,1190,89
LAX,Los Angeles International Airport,462,0,173,53,215,205,0,31,24,37,5,2023-09-26,104,2100 - 2200,2024-08-05 10:17:48,88,52,551,88,A273,Tom Bradley International Terminal,1145,13,594,88
LAX,Los Angeles International Airport,130,0,325,163,21,0,0,24,22,19,5,2023-09-26,21,2200 - 2300,2024-08-05 10:17:48,59,30,247,51,A273,Tom Bradley International Terminal,658,20,411,59
LAX,Los Angeles International Airport,59,0,337,163,9,0,0,26,19,18,4,2023-09-26,13,2300 - 0000,2024-08-05 10:17:48,54,27,277,54,A273,Tom Bradley International Terminal,586,24,309,54
LAX,Los Angeles International Airport,21,0,328,421,228,136,0,39,29,36,5,2023-09-27,130,0500 - 0600,2024-08-05 10:17:56,73,46,666,73,A273,Tom Bradley International Terminal,1170,30,504,67
LAX,Los Angeles International Airport,110,0,97,98,0,5,0,22,29,9,2,2023-09-27,13,0600 - 0700,2024-08-05 10:17:56,68,30,200,68,A273,Tom Bradley International Terminal,319,10,119,40
LAX,Los Angeles International Airport,448,0,313,185,167,362,33,37,27,74,6,2023-09-27,35,0700 - 0800,2024-08-05 10:17:56,99,43,1191,99,A273,Tom Bradley International Terminal,1582,16,391,98
LAX,Los Angeles International Airport,180,0,59,33,105,438,12,51,30,40,3,2023-09-27,33,0800 - 0900,2024-08-05 10:17:56,101,63,641,96,A273,Tom Bradley International Terminal,867,20,226,101
LAX,Los Angeles International Airport,145,0,174,282,466,353,284,55,41,78,6,2023-09-27,43,0900 - 1000,2024-08-05 10:17:56,117,62,1458,117,A273,Tom Bradley International Terminal,1782,23,324,99
LAX,Los Angeles International Airport,379,0,135,136,89,456,11,41,37,52,5,2023-09-27,92,1000 - 1100,2024-08-05 10:17:56,95,54,866,95,A273,Tom Bradley International Terminal,1258,11,392,79
LAX,Los Angeles International Airport,225,0,84,34,136,270,22,44,38,27,4,2023-09-27,63,1100 - 1200,2024-08-05 10:17:56,102,64,471,102,A273,Tom Bradley International Terminal,798,16,327,102
LAX,Los Angeles International Airport,284,0,196,409,458,408,0,41,38,88,9,2023-09-27,146,1200 - 1300,2024-08-05 10:17:56,77,53,1016,77,A273,Tom Bradley International Terminal,1843,27,827,76
LAX,Los Angeles International Airport,493,0,524,211,288,450,12,36,44,88,8,2023-09-27,181,1300 - 1400,2024-08-05 10:17:56,100,55,1036,100,A273,Tom Bradley International Terminal,2066,17,1030,80
LAX,Los Angeles International Airport,506,2,446,89,83,499,412,50,48,103,8,2023-09-27,166,1400 - 1500,2024-08-05 10:17:56,121,72,1302,121,A273,Tom Bradley International Terminal,2140,16,838,104
LAX,Los Angeles International Airport,453,0,641,206,181,433,366,46,47,97,10,2023-09-27,262,1500 - 1600,2024-08-05 10:17:56,116,72,1162,116,A273,Tom Bradley International Terminal,2377,22,1215,102
LAX,Los Angeles International Airport,206,0,205,309,231,245,0,41,43,61,5,2023-09-27,98,1600 - 1700,2024-08-05 10:17:56,89,53,661,89,A273,Tom Bradley International Terminal,1257,27,596,84
LAX,Los Angeles International Airport,326,0,768,374,6,0,0,23,47,65,7,2023-09-27,130,1700 - 1800,2024-08-05 10:17:56,48,28,529,48,A273,Tom Bradley International Terminal,1539,21,1010,46
LAX,Los Angeles International Airport,1228,0,327,17,0,0,0,11,42,71,8,2023-09-27,159,1800 - 1900,2024-08-05 10:17:56,45,12,945,41,A273,Tom Bradley International Terminal,1643,9,698,45
LAX,Los Angeles International Airport,491,0,331,109,0,0,0,16,46,37,4,2023-09-27,85,1900 - 2000,2024-08-05 10:17:56,42,19,662,42,A273,Tom Bradley International Terminal,968,9,306,34
LAX,Los Angeles International Airport,1076,0,380,54,14,15,0,12,32,71,7,2023-09-27,117,2000 - 2100,2024-08-05 10:17:56,70,14,595,69,A273,Tom Bradley International Terminal,1610,11,1015,70
LAX,Los Angeles International Airport,537,0,153,5,8,4,0,11,32,32,4,2023-09-27,101,2100 - 2200,2024-08-05 10:17:56,61,14,269,61,A273,Tom Bradley International Terminal,739,10,470,61
LAX,Los Angeles International Airport,675,0,165,6,2,0,0,10,25,47,5,2023-09-27,37,2200 - 2300,2024-08-05 10:17:56,47,11,515,45,A273,Tom Bradley International Terminal,895,8,380,47
LAX,Los Angeles International Airport,585,0,520,44,25,3,0,16,23,60,9,2023-09-27,31,2300 - 0000,2024-08-05 10:17:56,64,17,648,64,A273,Tom Bradley International Terminal,1237,14,589,64
LAX,Los Angeles International Airport,18,0,3,0,0,0,0,6,3,1,1,2023-09-28,0,0000 - 0100,2024-08-05 10:17:56,19,4,12,9,A273,Tom Bradley International Terminal,22,8,10,19
LAX,Los Angeles International Airport,225,0,224,100,0,0,0,18,26,21,3,2023-09-28,79,0500 - 0600,2024-08-05 10:17:56,45,25,298,45,A273,Tom Bradley International Terminal,570,12,272,37
LAX,Los Angeles International Airport,188,0,201,193,77,1,0,26,25,17,4,2023-09-28,52,0600 - 0700,2024-08-05 10:17:56,61,35,372,59,A273,Tom Bradley International Terminal,677,16,305,61
LAX,Los Angeles International Airport,383,0,414,202,16,0,0,20,27,47,4,2023-09-28,36,0700 - 0800,2024-08-05 10:17:56,52,23,801,52,A273,Tom Bradley International Terminal,1062,10,261,46
LAX,Los Angeles International Airport,383,0,325,100,3,7,0,17,27,34,3,2023-09-28,57,0800 - 0900,2024-08-05 10:17:56,74,24,337,43,A273,Tom Bradley International Terminal,852,13,515,74
LAX,Los Angeles International Airport,428,0,187,133,324,257,0,35,48,54,4,2023-09-28,32,0900 - 1000,2024-08-05 10:17:56,77,41,1080,77,A273,Tom Bradley International Terminal,1383,15,303,62
LAX,Los Angeles International Airport,393,0,140,246,55,0,0,21,45,27,4,2023-09-28,53,1000 - 1100,2024-08-05 10:17:56,58,24,573,58,A273,Tom Bradley International Terminal,861,15,288,56
LAX,Los Angeles International Airport,1188,0,727,98,3,5,0,14,49,79,9,2023-09-28,173,1100 - 1200,2024-08-05 10:17:56,66,17,1174,66,A273,Tom Bradley International Terminal,2100,12,926,66
LAX,Los Angeles International Airport,978,0,358,20,19,24,0,13,45,64,7,2023-09-28,112,1200 - 1300,2024-08-05 10:17:56,85,13,965,82,A273,Tom Bradley International Terminal,1463,12,498,85
LAX,Los Angeles International Airport,1007,0,1001,281,0,0,0,17,53,83,10,2023-09-28,249,1300 - 1400,2024-08-05 10:17:56,43,21,1278,42,A273,Tom Bradley International Terminal,2372,13,1094,43
LAX,Los Angeles International Airport,688,1,832,484,222,133,3,26,52,101,10,2023-09-28,199,1400 - 1500,2024-08-05 10:17:56,139,32,1422,92,A273,Tom Bradley International Terminal,2464,19,1042,139
LAX,Los Angeles International Airport,371,0,586,470,535,367,8,37,53,95,12,2023-09-28,171,1500 - 1600,2024-08-05 10:17:56,97,48,1517,97,A273,Tom Bradley International Terminal,2432,19,915,97
LAX,Los Angeles International Airport,324,0,387,93,37,0,0,19,42,37,3,2023-09-28,120,1600 - 1700,2024-08-05 10:17:56,57,26,397,57,A273,Tom Bradley International Terminal,878,14,481,55
LAX,Los Angeles International Airport,740,0,123,38,0,0,0,10,37,30,6,2023-09-28,82,1700 - 1800,2024-08-05 10:17:56,39,10,460,39,A273,Tom Bradley International Terminal,931,10,471,38
LAX,Los Angeles International Airport,613,0,656,212,10,0,0,19,32,47,7,2023-09-28,140,1800 - 1900,2024-08-05 10:17:56,51,21,773,51,A273,Tom Bradley International Terminal,1538,16,765,45
LAX,Los Angeles International Airport,230,0,273,47,0,0,0,17,27,29,3,2023-09-28,88,1900 - 2000,2024-08-05 10:17:56,38,22,194,38,A273,Tom Bradley International Terminal,579,14,385,37
LAX,Los Angeles International Airport,528,0,648,378,177,66,0,26,32,78,8,2023-09-28,147,2000 - 2100,2024-08-05 10:17:56,77,34,969,77,A273,Tom Bradley International Terminal,1875,17,906,68
LAX,Los Angeles International Airport,128,0,353,151,158,178,0,36,30,40,4,2023-09-28,88,2100 - 2200,2024-08-05 10:17:56,74,47,548,74,A273,Tom Bradley International Terminal,1008,22,460,64
LAX,Los Angeles International Airport,328,0,359,333,139,21,0,27,26,51,7,2023-09-28,51,2200 - 2300,2024-08-05 10:17:56,74,31,815,74,A273,Tom Bradley International Terminal,1231,17,416,68
LAX,Los Angeles International Airport,117,0,49,72,190,84,0,39,17,13,5,2023-09-28,43,2300 - 0000,2024-08-05 10:17:56,71,49,278,71,A273,Tom Bradley International Terminal,525,27,247,71
LAX,Los Angeles International Airport,97,0,41,82,39,0,0,26,12,12,2,2023-09-29,0,0000 - 0100,2024-08-05 10:17:56,52,30,175,52,A273,Tom Bradley International Terminal,271,18,96,49
LAX,Los Angeles International Airport,182,0,353,185,56,0,0,25,29,21,4,2023-09-29,89,0500 - 0600,2024-08-05 10:17:56,54,29,447,54,A273,Tom Bradley International Terminal,797,19,350,47
LAX,Los Angeles International Airport,243,0,409,52,0,0,0,18,28,19,4,2023-09-29,69,0600 - 0700,2024-08-05 10:17:56,36,21,505,36,A273,Tom Bradley International Terminal,723,11,218,36
LAX,Los Angeles International Airport,161,0,453,358,444,40,0,35,26,40,5,2023-09-29,52,0700 - 0800,2024-08-05 10:17:56,70,39,1209,66,A273,Tom Bradley International Terminal,1496,20,287,70
LAX,Los Angeles International Airport,184,0,270,97,0,0,0,21,25,15,2,2023-09-29,26,0800 - 0900,2024-08-05 10:17:56,40,24,421,40,A273,Tom Bradley International Terminal,566,10,145,32
LAX,Los Angeles International Airport,255,0,538,327,336,113,0,33,46,50,6,2023-09-29,76,0900 - 1000,2024-08-05 10:17:56,75,37,1135,74,A273,Tom Bradley International Terminal,1619,24,484,75
LAX,Los Angeles International Airport,139,0,235,298,444,304,0,43,44,45,5,2023-09-29,90,1000 - 1100,2024-08-05 10:17:56,83,48,1156,83,A273,Tom Bradley International Terminal,1465,26,309,64
LAX,Los Angeles International Airport,411,0,456,503,286,26,0,29,51,58,8,2023-09-29,178,1100 - 1200,2024-08-05 10:17:56,71,38,1009,71,A273,Tom Bradley International Terminal,1740,18,731,71
LAX,Los Angeles International Airport,352,0,879,375,20,7,0,23,52,45,8,2023-09-29,138,1200 - 1300,2024-08-05 10:17:56,69,28,976,69,A273,Tom Bradley International Terminal,1678,17,702,63
LAX,Los Angeles International Airport,1176,0,469,12,0,0,0,12,51,48,7,2023-09-29,199,1300 - 1400,2024-08-05 10:17:56,38,14,775,38,A273,Tom Bradley International Terminal,1705,10,930,36
LAX,Los Angeles International Airport,1245,0,832,313,112,62,0,19,46,81,12,2023-09-29,251,1400 - 1500,2024-08-05 10:17:56,79,22,1367,79,A273,Tom Bradley International Terminal,2645,15,1278,62
LAX,Los Angeles International Airport,771,0,897,610,358,276,8,30,52,87,11,2023-09-29,260,1500 - 1600,2024-08-05 10:17:56,94,40,1657,94,A273,Tom Bradley International Terminal,3007,17,1350,75
LAX,Los Angeles International Airport,239,0,299,137,68,109,0,29,45,22,4,2023-09-29,112,1600 - 1700,2024-08-05 10:17:56,78,40,411,78,A273,Tom Bradley International Terminal,874,19,463,78
LAX,Los Angeles International Airport,708,0,696,255,8,0,0,18,45,48,9,2023-09-29,146,1700 - 1800,2024-08-05 10:17:56,47,23,981,47,A273,Tom Bradley International Terminal,1715,12,734,34
LAX,Los Angeles International Airport,815,0,860,232,118,5,0,20,47,62,8,2023-09-29,214,1800 - 1900,2024-08-05 10:17:56,67,23,1018,67,A273,Tom Bradley International Terminal,2092,16,1074,66
LAX,Los Angeles International Airport,398,0,193,139,202,151,0,30,32,31,4,2023-09-29,91,1900 - 2000,2024-08-05 10:17:56,77,42,682,77,A273,Tom Bradley International Terminal,1114,13,432,73
LAX,Los Angeles International Airport,307,0,285,616,381,129,0,35,34,48,8,2023-09-29,198,2000 - 2100,2024-08-05 10:17:56,76,43,573,76,A273,Tom Bradley International Terminal,1766,31,1193,74
LAX,Los Angeles International Airport,256,0,311,456,62,0,0,26,23,30,5,2023-09-29,128,2100 - 2200,2024-08-05 10:17:56,56,32,620,56,A273,Tom Bradley International Terminal,1115,19,495,41
LAX,Los Angeles International Airport,126,0,264,26,0,0,0,19,22,12,3,2023-09-29,16,2200 - 2300,2024-08-05 10:17:56,35,22,245,35,A273,Tom Bradley International Terminal,428,16,183,35
LAX,Los Angeles International Airport,258,0,334,203,289,405,14,41,25,50,10,2023-09-29,44,2300 - 0000,2024-08-05 10:17:56,95,43,981,95,A273,Tom Bradley International Terminal,1553,39,572,84
LAX,Los Angeles International Airport,151,0,320,231,172,55,0,33,24,26,5,2023-09-30,120,0500 - 0600,2024-08-05 10:17:56,73,40,475,73,A273,Tom Bradley International Terminal,955,25,480,72
LAX,Los Angeles International Airport,131,0,116,0,0,0,0,14,21,8,1,2023-09-30,46,0600 - 0700,2024-08-05 10:17:56,30,22,138,30,A273,Tom Bradley International Terminal,255,6,117,15
LAX,Los Angeles International Airport,343,0,514,62,14,31,3,20,26,28,4,2023-09-30,50,0700 - 0800,2024-08-05 10:17:56,106,23,572,106,A273,Tom Bradley International Terminal,995,17,423,106
LAX,Los Angeles International Airport,264,1,374,217,204,244,13,36,25,47,5,2023-09-30,66,0800 - 0900,2024-08-05 10:17:56,122,44,946,122,A273,Tom Bradley International Terminal,1364,20,418,118
LAX,Los Angeles International Airport,144,0,225,343,413,445,0,46,48,42,5,2023-09-30,75,0900 - 1000,2024-08-05 10:17:56,86,56,1019,86,A273,Tom Bradley International Terminal,1612,29,593,84
LAX,Los Angeles International Airport,247,0,226,267,105,5,0,26,30,32,4,2023-09-30,86,1000 - 1100,2024-08-05 10:17:56,61,33,592,61,A273,Tom Bradley International Terminal,882,12,290,38
LAX,Los Angeles International Airport,604,0,441,56,15,8,0,16,37,30,6,2023-09-30,63,1100 - 1200,2024-08-05 10:17:56,89,17,632,88,A273,Tom Bradley International Terminal,1154,14,522,89
LAX,Los Angeles International Airport,768,0,959,132,14,16,0,18,43,66,8,2023-09-30,159,1200 - 1300,2024-08-05 10:17:56,87,22,1054,87,A273,Tom Bradley International Terminal,1955,13,901,80
LAX,Los Angeles International Airport,1079,0,775,111,12,0,0,15,46,62,8,2023-09-30,214,1300 - 1400,2024-08-05 10:17:56,53,17,1037,53,A273,Tom Bradley International Terminal,2039,13,1002,52
LAX,Los Angeles International Airport,892,0,945,786,387,286,18,30,50,110,14,2023-09-30,350,1400 - 1500,2024-08-05 10:17:56,101,38,1755,101,A273,Tom Bradley International Terminal,3424,22,1669,91
LAX,Los Angeles International Airport,394,0,500,426,134,845,4,43,40,70,10,2023-09-30,244,1500 - 1600,2024-08-05 10:17:56,95,63,1185,95,A273,Tom Bradley International Terminal,2373,24,1188,90
LAX,Los Angeles International Airport,285,0,522,320,200,103,0,30,48,40,6,2023-09-30,182,1600 - 1700,2024-08-05 10:17:56,71,43,629,71,A273,Tom Bradley International Terminal,1470,21,841,67
LAX,Los Angeles International Airport,561,0,848,486,83,4,0,23,41,63,9,2023-09-30,156,1700 - 1800,2024-08-05 10:17:56,81,27,1007,78,A273,Tom Bradley International Terminal,2045,19,1038,81
LAX,Los Angeles International Airport,354,0,834,185,11,0,0,21,30,43,6,2023-09-30,176,1800 - 1900,2024-08-05 10:17:56,57,22,653,57,A273,Tom Bradley International Terminal,1427,20,774,42
LAX,Los Angeles International Airport,526,49,392,294,129,138,358,45,34,59,9,2023-09-30,208,1900 - 2000,2024-08-05 10:17:56,130,75,856,130,A273,Tom Bradley International Terminal,1945,23,1089,130
LAX,Los Angeles International Airport,182,19,142,388,324,93,359,55,21,43,7,2023-09-30,200,2000 - 2100,2024-08-05 10:17:56,126,94,495,126,A273,Tom Bradley International Terminal,1550,38,1055,119
LAX,Los Angeles International Airport,222,0,123,377,75,33,186,42,21,28,4,2023-09-30,134,2100 - 2200,2024-08-05 10:17:56,108,57,447,108,A273,Tom Bradley International Terminal,1044,32,597,108
LAX,Los Angeles International Airport,264,0,212,144,266,228,3,38,25,36,6,2023-09-30,109,2200 - 2300,2024-08-05 10:17:56,92,56,531,92,A273,Tom Bradley International Terminal,1153,23,622,89
LAX,Los Angeles International Airport,106,0,209,485,229,104,10,38,27,59,7,2023-09-30,25,2300 - 0000,2024-08-05 10:17:56,116,47,509,116,A273,Tom Bradley International Terminal,1202,32,693,109
LAX,Los Angeles International Airport,95,0,93,5,0,0,0,15,24,11,1,2023-10-01,0,0000 - 0100,2024-08-05 10:17:56,42,16,56,41,A273,Tom Bradley International Terminal,204,14,148,42
LAX,Los Angeles International Airport,169,0,293,207,101,39,0,29,24,23,4,2023-10-01,86,0500 - 0600,2024-08-05 10:17:56,83,34,417,83,A273,Tom Bradley International Terminal,832,24,415,58
LAX,Los Angeles International Airport,232,0,194,314,246,115,0,35,24,33,5,2023-10-01,63,0600 - 0700,2024-08-05 10:17:56,73,44,775,73,A273,Tom Bradley International Terminal,1134,16,359,62
LAX,Los Angeles International Airport,169,0,240,321,203,435,268,54,22,60,6,2023-10-01,91,0700 - 0800,2024-08-05 10:17:56,112,68,1103,112,A273,Tom Bradley International Terminal,1696,29,593,106
LAX,Los Angeles International Airport,122,0,101,4,4,184,109,55,22,17,2,2023-10-01,44,0800 - 0900,2024-08-05 10:17:56,111,82,327,111,A273,Tom Bradley International Terminal,541,15,214,105
LAX,Los Angeles International Airport,123,0,346,143,396,247,0,41,48,39,4,2023-10-01,74,0900 - 1000,2024-08-05 10:17:56,75,54,729,75,A273,Tom Bradley International Terminal,1294,24,565,74
LAX,Los Angeles International Airport,370,0,701,299,47,0,0,22,45,49,7,2023-10-01,151,1000 - 1100,2024-08-05 10:17:56,57,27,807,57,A273,Tom Bradley International Terminal,1466,15,659,53
LAX,Los Angeles International Airport,507,0,390,103,0,0,0,16,40,25,4,2023-10-01,117,1100 - 1200,2024-08-05 10:17:56,40,18,606,40,A273,Tom Bradley International Terminal,1025,12,419,36
LAX,Los Angeles International Airport,1026,0,586,16,9,0,0,13,48,46,7,2023-10-01,145,1200 - 1300,2024-08-05 10:17:56,55,15,1006,55,A273,Tom Bradley International Terminal,1683,11,677,55
LAX,Los Angeles International Airport,981,0,988,93,2,0,0,16,49,64,9,2023-10-01,238,1300 - 1400,2024-08-05 10:17:56,49,18,1083,43,A273,Tom Bradley International Terminal,2128,14,1045,49
LAX,Los Angeles International Airport,865,0,925,568,327,90,0,26,43,111,11,2023-10-01,360,1400 - 1500,2024-08-05 10:17:56,82,32,1196,82,A273,Tom Bradley International Terminal,2886,21,1690,82
LAX,Los Angeles International Airport,834,0,977,332,5,0,0,19,42,92,9,2023-10-01,345,1500 - 1600,2024-08-05 10:17:56,53,24,840,53,A273,Tom Bradley International Terminal,2240,16,1400,46
LAX,Los Angeles International Airport,663,0,741,179,18,0,0,18,46,66,7,2023-10-01,236,1600 - 1700,2024-08-05 10:17:56,53,24,762,53,A273,Tom Bradley International Terminal,1667,12,905,53
LAX,Los Angeles International Airport,769,0,194,2,0,0,0,9,43,47,4,2023-10-01,123,1700 - 1800,2024-08-05 10:17:56,33,12,283,33,A273,Tom Bradley International Terminal,1012,8,729,33
LAX,Los Angeles International Airport,1814,0,481,0,0,0,0,10,37,95,11,2023-10-01,276,1800 - 1900,2024-08-05 10:17:56,30,12,1143,30,A273,Tom Bradley International Terminal,2390,8,1247,27
LAX,Los Angeles International Airport,307,0,115,160,34,7,0,21,22,30,3,2023-10-01,77,1900 - 2000,2024-08-05 10:17:56,72,24,300,72,A273,Tom Bradley International Terminal,653,17,353,54
LAX,Los Angeles International Airport,893,0,556,179,312,229,0,26,30,97,9,2023-10-01,310,2000 - 2100,2024-08-05 10:17:56,88,48,839,88,A273,Tom Bradley International Terminal,2266,14,1427,75
LAX,Los Angeles International Airport,665,0,251,90,84,244,0,27,22,48,6,2023-10-01,136,2100 - 2200,2024-08-05 10:17:56,85,46,626,85,A273,Tom Bradley International Terminal,1382,12,756,83
LAX,Los Angeles International Airport,461,0,238,211,129,0,0,22,22,45,6,2023-10-01,43,2200 - 2300,2024-08-05 10:17:56,54,38,309,54,A273,Tom Bradley International Terminal,1084,15,775,54
