AirportCode,AirportName,Average_0_15_PassengerCount,Average_121_PassengerCount,Average_16_30_PassengerCount,Average_31_45_PassengerCount,Average_46_60_PassengerCount,Average_61_90_PassengerCount,Average_91_120_PassengerCount,AverageWait,BoothsUsed,ExcludedPassengerCount,FlightCount,FlightDate,GlobalEntryPassengerCount,HourRange,LastUpdated,MaxWait,NonUsaPassengerAverageWait,NonUsaPassengerCount,NonUsaPassengerMaxWait,SiteId,TerminalName,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount,UsaPassengerMaxWait
LAX,Los Angeles International Airport,301,0,378,84,0,0,0,18,33,20,3,2023-01-03,102,0500 - 0600,2024-08-05 10:10:53,42,16,254,42,A273,Tom Bradley International Terminal,783,19,529,42
LAX,Los Angeles International Airport,1216,0,462,14,0,0,0,12,35,54,6,2023-01-03,149,0600 - 0700,2024-08-05 10:10:53,41,10,880,31,A273,Tom Bradley International Terminal,1746,13,866,41
LAX,Los Angeles International Airport,643,0,340,266,39,0,0,19,33,35,4,2023-01-03,39,0700 - 0800,2024-08-05 10:10:53,48,23,891,48,A273,Tom Bradley International Terminal,1323,11,432,35
LAX,Los Angeles International Airport,509,0,78,0,0,0,0,9,32,18,3,2023-01-03,40,0800 - 0900,2024-08-05 10:10:53,26,9,327,26,A273,Tom Bradley International Terminal,605,9,278,23
LAX,Los Angeles International Airport,374,0,489,81,0,0,0,18,34,26,4,2023-01-03,139,0900 - 1000,2024-08-05 10:10:53,35,20,347,35,A273,Tom Bradley International Terminal,970,17,623,35
LAX,Los Angeles International Airport,550,0,554,153,6,0,0,17,36,35,6,2023-01-03,69,1000 - 1100,2024-08-05 10:10:53,53,21,363,53,A273,Tom Bradley International Terminal,1298,16,935,45
LAX,Los Angeles International Airport,561,0,210,173,0,0,0,16,41,26,4,2023-01-03,85,1100 - 1200,2024-08-05 10:10:53,44,21,422,44,A273,Tom Bradley International Terminal,970,12,548,44
LAX,Los Angeles International Airport,1002,0,703,202,0,0,0,16,48,53,9,2023-01-03,123,1200 - 1300,2024-08-05 10:10:53,45,18,725,44,A273,Tom Bradley International Terminal,1960,15,1235,45
LAX,Los Angeles International Airport,1117,0,1162,283,0,0,0,17,54,67,9,2023-01-03,275,1300 - 1400,2024-08-05 10:10:53,44,20,1278,44,A273,Tom Bradley International Terminal,2629,15,1351,37
LAX,Los Angeles International Airport,815,0,512,31,0,0,0,13,48,35,5,2023-01-03,127,1400 - 1500,2024-08-05 10:10:53,34,18,576,34,A273,Tom Bradley International Terminal,1393,10,817,34
LAX,Los Angeles International Airport,991,0,477,0,0,0,0,12,37,39,6,2023-01-03,124,1500 - 1600,2024-08-05 10:10:53,29,12,572,29,A273,Tom Bradley International Terminal,1507,12,935,29
LAX,Los Angeles International Airport,797,0,86,0,0,0,0,8,34,27,4,2023-01-03,106,1600 - 1700,2024-08-05 10:10:53,24,9,287,21,A273,Tom Bradley International Terminal,910,8,623,24
LAX,Los Angeles International Airport,767,0,780,271,13,0,0,19,41,53,8,2023-01-03,193,1700 - 1800,2024-08-05 10:10:53,54,20,408,47,A273,Tom Bradley International Terminal,1884,18,1476,54
LAX,Los Angeles International Airport,726,0,93,0,0,0,0,9,38,22,4,2023-01-03,81,1800 - 1900,2024-08-05 10:10:53,20,11,188,20,A273,Tom Bradley International Terminal,841,8,653,20
LAX,Los Angeles International Airport,1020,0,332,7,0,0,0,10,31,41,5,2023-01-03,207,1900 - 2000,2024-08-05 10:10:53,34,12,351,34,A273,Tom Bradley International Terminal,1400,10,1049,30
LAX,Los Angeles International Airport,413,0,339,152,14,0,0,18,26,27,4,2023-01-03,109,2000 - 2100,2024-08-05 10:10:53,47,29,328,47,A273,Tom Bradley International Terminal,945,13,617,45
LAX,Los Angeles International Airport,773,0,419,57,0,0,0,13,24,35,6,2023-01-03,138,2100 - 2200,2024-08-05 10:10:53,38,16,359,38,A273,Tom Bradley International Terminal,1284,13,925,38
LAX,Los Angeles International Airport,504,0,443,0,0,0,0,14,21,18,6,2023-01-03,83,2200 - 2300,2024-08-05 10:10:53,27,15,220,27,A273,Tom Bradley International Terminal,965,13,745,27
LAX,Los Angeles International Airport,337,0,661,125,0,0,0,20,18,24,7,2023-01-03,57,2300 - 0000,2024-08-05 10:10:53,39,21,273,39,A273,Tom Bradley International Terminal,1147,20,874,39
LAX,Los Angeles International Airport,139,0,25,0,0,0,0,11,18,7,1,2023-01-04,0,0000 - 0100,2024-08-05 10:11:02,19,11,29,19,A273,Tom Bradley International Terminal,171,11,142,19
LAX,Los Angeles International Airport,0,0,24,193,12,0,0,36,31,5,1,2023-01-04,13,0500 - 0600,2024-08-05 10:11:02,48,38,102,48,A273,Tom Bradley International Terminal,234,35,132,46
LAX,Los Angeles International Airport,1466,0,959,196,20,0,0,15,36,75,10,2023-01-04,202,0600 - 0700,2024-08-05 10:11:02,48,18,1478,48,A273,Tom Bradley International Terminal,2716,13,1238,32
LAX,Los Angeles International Airport,509,0,517,320,108,28,0,23,35,38,5,2023-01-04,91,0700 - 0800,2024-08-05 10:11:02,74,29,857,74,A273,Tom Bradley International Terminal,1520,16,663,74
LAX,Los Angeles International Airport,293,0,145,282,134,14,0,28,34,27,4,2023-01-04,67,0800 - 0900,2024-08-05 10:11:02,64,39,528,64,A273,Tom Bradley International Terminal,895,12,367,64
LAX,Los Angeles International Airport,255,0,231,181,178,60,0,30,33,29,4,2023-01-04,62,0900 - 1000,2024-08-05 10:11:02,79,39,640,79,A273,Tom Bradley International Terminal,934,10,294,43
LAX,Los Angeles International Airport,793,0,254,0,0,0,0,11,47,39,5,2023-01-04,64,1000 - 1100,2024-08-05 10:11:02,26,12,417,26,A273,Tom Bradley International Terminal,1086,10,669,24
LAX,Los Angeles International Airport,835,0,211,15,0,0,0,10,46,25,5,2023-01-04,57,1100 - 1200,2024-08-05 10:11:02,36,10,520,36,A273,Tom Bradley International Terminal,1086,10,566,36
LAX,Los Angeles International Airport,1371,0,633,13,0,0,0,12,49,65,9,2023-01-04,172,1200 - 1300,2024-08-05 10:11:02,33,12,777,33,A273,Tom Bradley International Terminal,2082,12,1305,31
LAX,Los Angeles International Airport,1292,0,631,226,60,0,0,16,55,67,8,2023-01-04,163,1300 - 1400,2024-08-05 10:11:02,53,19,1234,53,A273,Tom Bradley International Terminal,2276,11,1042,50
LAX,Los Angeles International Airport,505,0,529,254,144,0,0,23,50,41,6,2023-01-04,137,1400 - 1500,2024-08-05 10:11:02,60,31,632,60,A273,Tom Bradley International Terminal,1473,17,841,57
LAX,Los Angeles International Airport,1168,0,783,172,4,0,0,15,49,68,8,2023-01-04,199,1500 - 1600,2024-08-05 10:11:02,48,17,1025,48,A273,Tom Bradley International Terminal,2195,13,1170,46
LAX,Los Angeles International Airport,1509,0,483,0,0,0,0,11,49,53,9,2023-01-04,160,1600 - 1700,2024-08-05 10:11:02,30,12,831,28,A273,Tom Bradley International Terminal,2045,11,1214,30
LAX,Los Angeles International Airport,932,0,448,18,0,0,0,12,40,39,8,2023-01-04,191,1700 - 1800,2024-08-05 10:11:02,39,10,257,29,A273,Tom Bradley International Terminal,1437,12,1180,39
LAX,Los Angeles International Airport,1031,0,630,50,0,0,0,14,43,47,7,2023-01-04,179,1800 - 1900,2024-08-05 10:11:02,38,15,898,38,A273,Tom Bradley International Terminal,1758,13,860,38
LAX,Los Angeles International Airport,787,0,700,126,9,7,0,16,44,50,6,2023-01-04,173,1900 - 2000,2024-08-05 10:11:02,64,22,513,64,A273,Tom Bradley International Terminal,1679,14,1166,64
LAX,Los Angeles International Airport,357,0,133,0,0,0,0,12,24,12,2,2023-01-04,65,2000 - 2100,2024-08-05 10:11:02,25,11,150,24,A273,Tom Bradley International Terminal,502,12,352,25
LAX,Los Angeles International Airport,861,0,321,69,0,0,0,12,24,33,7,2023-01-04,86,2100 - 2200,2024-08-05 10:11:02,38,11,255,35,A273,Tom Bradley International Terminal,1284,13,1029,38
LAX,Los Angeles International Airport,306,0,179,1,0,0,0,13,23,17,3,2023-01-04,27,2200 - 2300,2024-08-05 10:11:02,33,14,120,29,A273,Tom Bradley International Terminal,503,13,383,33
LAX,Los Angeles International Airport,628,0,360,118,5,0,0,16,20,27,7,2023-01-04,38,2300 - 0000,2024-08-05 10:11:02,47,19,276,47,A273,Tom Bradley International Terminal,1138,15,862,47
LAX,Los Angeles International Airport,119,0,33,0,0,0,0,9,8,6,1,2023-01-05,0,0200 - 0300,2024-08-05 10:11:02,23,12,23,22,A273,Tom Bradley International Terminal,158,8,135,23
LAX,Los Angeles International Airport,207,0,186,222,119,0,0,28,26,23,3,2023-01-05,78,0500 - 0600,2024-08-05 10:11:02,60,27,399,60,A273,Tom Bradley International Terminal,757,28,358,56
LAX,Los Angeles International Airport,474,0,811,210,5,2,0,19,29,36,6,2023-01-05,129,0600 - 0700,2024-08-05 10:11:02,67,23,565,61,A273,Tom Bradley International Terminal,1538,17,973,67
LAX,Los Angeles International Airport,309,0,271,242,167,3,0,26,26,23,3,2023-01-05,37,0700 - 0800,2024-08-05 10:11:02,61,33,652,61,A273,Tom Bradley International Terminal,1015,15,363,48
LAX,Los Angeles International Airport,169,0,314,15,9,6,0,19,25,13,2,2023-01-05,19,0800 - 0900,2024-08-05 10:11:02,75,18,135,56,A273,Tom Bradley International Terminal,526,20,391,75
LAX,Los Angeles International Airport,694,0,477,146,0,0,0,16,37,41,6,2023-01-05,97,0900 - 1000,2024-08-05 10:11:02,45,20,578,45,A273,Tom Bradley International Terminal,1358,14,780,43
LAX,Los Angeles International Airport,564,0,215,0,1,0,0,12,40,31,4,2023-01-05,72,1000 - 1100,2024-08-05 10:11:02,46,14,303,46,A273,Tom Bradley International Terminal,811,10,508,26
LAX,Los Angeles International Airport,1317,0,235,3,0,0,0,9,40,43,8,2023-01-05,87,1100 - 1200,2024-08-05 10:11:02,38,10,588,38,A273,Tom Bradley International Terminal,1598,9,1010,38
LAX,Los Angeles International Airport,1089,0,805,234,15,0,0,17,43,74,9,2023-01-05,209,1200 - 1300,2024-08-05 10:11:02,57,20,899,56,A273,Tom Bradley International Terminal,2217,15,1318,57
LAX,Los Angeles International Airport,1381,0,962,272,65,0,0,17,53,86,10,2023-01-05,254,1300 - 1400,2024-08-05 10:11:02,60,19,997,60,A273,Tom Bradley International Terminal,2766,15,1769,60
LAX,Los Angeles International Airport,1137,0,1079,51,6,1,0,15,45,70,9,2023-01-05,177,1400 - 1500,2024-08-05 10:11:02,64,15,980,58,A273,Tom Bradley International Terminal,2344,14,1364,64
LAX,Los Angeles International Airport,965,0,556,21,7,0,0,13,43,43,7,2023-01-05,116,1500 - 1600,2024-08-05 10:11:02,47,12,550,45,A273,Tom Bradley International Terminal,1592,14,1042,47
LAX,Los Angeles International Airport,655,0,388,55,0,0,0,15,47,36,5,2023-01-05,81,1600 - 1700,2024-08-05 10:11:02,38,15,364,37,A273,Tom Bradley International Terminal,1134,15,770,38
LAX,Los Angeles International Airport,1195,0,551,284,2,0,0,15,52,54,9,2023-01-05,196,1700 - 1800,2024-08-05 10:11:02,46,18,789,46,A273,Tom Bradley International Terminal,2086,14,1297,45
LAX,Los Angeles International Airport,1390,0,731,24,10,9,0,13,46,65,10,2023-01-05,208,1800 - 1900,2024-08-05 10:11:02,70,13,571,57,A273,Tom Bradley International Terminal,2229,13,1658,70
LAX,Los Angeles International Airport,482,0,322,59,0,0,0,15,39,32,3,2023-01-05,114,1900 - 2000,2024-08-05 10:11:02,38,18,280,37,A273,Tom Bradley International Terminal,895,14,615,38
LAX,Los Angeles International Airport,550,0,213,1,0,0,0,11,19,23,3,2023-01-05,86,2000 - 2100,2024-08-05 10:11:02,31,10,280,27,A273,Tom Bradley International Terminal,787,12,507,31
LAX,Los Angeles International Airport,430,0,238,8,0,0,0,13,19,20,4,2023-01-05,34,2100 - 2200,2024-08-05 10:11:02,32,13,125,31,A273,Tom Bradley International Terminal,696,13,571,32
LAX,Los Angeles International Airport,778,0,371,29,0,0,0,13,20,28,7,2023-01-05,57,2200 - 2300,2024-08-05 10:11:02,37,14,283,36,A273,Tom Bradley International Terminal,1206,13,923,37
LAX,Los Angeles International Airport,406,0,229,3,0,0,0,13,21,13,4,2023-01-05,19,2300 - 0000,2024-08-05 10:11:02,31,14,155,31,A273,Tom Bradley International Terminal,651,12,496,31
LAX,Los Angeles International Airport,135,0,388,228,0,0,0,25,28,19,3,2023-01-06,96,0500 - 0600,2024-08-05 10:11:02,43,25,248,43,A273,Tom Bradley International Terminal,770,24,522,43
LAX,Los Angeles International Airport,642,0,450,112,0,0,0,16,28,30,6,2023-01-06,128,0600 - 0700,2024-08-05 10:11:02,40,17,484,40,A273,Tom Bradley International Terminal,1234,15,750,40
LAX,Los Angeles International Airport,891,0,247,197,70,0,0,16,25,41,5,2023-01-06,136,0700 - 0800,2024-08-05 10:11:02,55,24,678,55,A273,Tom Bradley International Terminal,1446,9,768,50
LAX,Los Angeles International Airport,463,0,376,206,287,255,0,33,24,50,6,2023-01-06,99,0800 - 0900,2024-08-05 10:11:02,80,50,770,80,A273,Tom Bradley International Terminal,1637,18,867,80
LAX,Los Angeles International Airport,240,0,235,45,150,4,0,24,29,16,3,2023-01-06,103,0900 - 1000,2024-08-05 10:11:02,61,43,189,61,A273,Tom Bradley International Terminal,690,18,501,56
LAX,Los Angeles International Airport,814,0,476,122,1,0,0,15,36,42,6,2023-01-06,73,1000 - 1100,2024-08-05 10:11:02,48,16,684,40,A273,Tom Bradley International Terminal,1455,14,771,48
LAX,Los Angeles International Airport,810,0,511,11,0,0,0,13,36,34,7,2023-01-06,82,1100 - 1200,2024-08-05 10:11:02,38,14,467,38,A273,Tom Bradley International Terminal,1366,12,899,35
LAX,Los Angeles International Airport,621,0,827,273,86,0,0,21,45,45,7,2023-01-06,167,1200 - 1300,2024-08-05 10:11:02,58,23,654,58,A273,Tom Bradley International Terminal,1852,20,1198,58
LAX,Los Angeles International Airport,1306,0,1108,216,7,0,0,16,52,75,10,2023-01-06,282,1300 - 1400,2024-08-05 10:11:02,47,20,981,47,A273,Tom Bradley International Terminal,2712,14,1731,42
LAX,Los Angeles International Airport,1054,0,578,42,0,0,0,13,49,40,7,2023-01-06,124,1400 - 1500,2024-08-05 10:11:02,39,15,485,38,A273,Tom Bradley International Terminal,1714,12,1229,39
LAX,Los Angeles International Airport,561,0,758,54,0,0,0,17,42,38,6,2023-01-06,149,1500 - 1600,2024-08-05 10:11:02,39,19,581,39,A273,Tom Bradley International Terminal,1411,16,830,36
LAX,Los Angeles International Airport,1851,0,839,49,0,0,0,12,39,76,12,2023-01-06,248,1600 - 1700,2024-08-05 10:11:02,39,11,847,34,A273,Tom Bradley International Terminal,2815,12,1968,39
LAX,Los Angeles International Airport,1086,0,361,3,0,0,0,11,43,45,7,2023-01-06,137,1700 - 1800,2024-08-05 10:11:02,31,11,468,24,A273,Tom Bradley International Terminal,1495,11,1027,31
LAX,Los Angeles International Airport,751,0,577,58,0,0,0,15,46,45,5,2023-01-06,106,1800 - 1900,2024-08-05 10:11:02,39,17,463,39,A273,Tom Bradley International Terminal,1431,14,968,34
LAX,Los Angeles International Airport,1203,0,416,104,0,0,0,12,42,47,6,2023-01-06,213,1900 - 2000,2024-08-05 10:11:02,44,16,621,44,A273,Tom Bradley International Terminal,1770,11,1149,38
LAX,Los Angeles International Airport,361,0,304,21,3,0,0,15,23,12,4,2023-01-06,41,2000 - 2100,2024-08-05 10:11:02,46,16,87,46,A273,Tom Bradley International Terminal,701,15,614,46
LAX,Los Angeles International Airport,549,0,361,12,4,0,0,14,25,21,6,2023-01-06,18,2100 - 2200,2024-08-05 10:11:02,48,15,188,48,A273,Tom Bradley International Terminal,947,14,759,47
LAX,Los Angeles International Airport,437,0,497,24,0,0,0,16,25,28,5,2023-01-06,54,2200 - 2300,2024-08-05 10:11:02,34,18,300,34,A273,Tom Bradley International Terminal,986,16,686,34
LAX,Los Angeles International Airport,359,0,97,0,0,0,0,11,16,14,3,2023-01-06,23,2300 - 0000,2024-08-05 10:11:02,23,11,109,23,A273,Tom Bradley International Terminal,470,11,361,22
LAX,Los Angeles International Airport,0,0,77,158,0,0,0,31,21,5,1,2023-01-07,22,0500 - 0600,2024-08-05 10:11:02,38,34,52,38,A273,Tom Bradley International Terminal,240,31,188,38
LAX,Los Angeles International Airport,855,0,334,105,31,0,0,14,27,43,6,2023-01-07,139,0600 - 0700,2024-08-05 10:11:02,59,16,522,59,A273,Tom Bradley International Terminal,1368,13,846,51
LAX,Los Angeles International Airport,641,0,315,191,155,62,0,22,27,37,4,2023-01-07,131,0700 - 0800,2024-08-05 10:11:02,71,33,702,71,A273,Tom Bradley International Terminal,1401,13,699,68
LAX,Los Angeles International Airport,213,0,318,7,137,163,0,33,26,21,3,2023-01-07,15,0800 - 0900,2024-08-05 10:11:02,79,55,328,79,A273,Tom Bradley International Terminal,859,20,531,79
LAX,Los Angeles International Airport,402,0,392,286,2,0,0,21,22,27,5,2023-01-07,107,0900 - 1000,2024-08-05 10:11:02,47,25,540,47,A273,Tom Bradley International Terminal,1109,16,569,45
LAX,Los Angeles International Airport,767,0,246,3,0,0,0,11,30,32,5,2023-01-07,92,1000 - 1100,2024-08-05 10:11:02,34,11,327,30,A273,Tom Bradley International Terminal,1048,11,721,34
LAX,Los Angeles International Airport,728,0,671,90,0,0,0,16,36,36,8,2023-01-07,90,1100 - 1200,2024-08-05 10:11:02,42,15,511,37,A273,Tom Bradley International Terminal,1525,16,1014,42
LAX,Los Angeles International Airport,706,0,676,26,0,0,0,15,51,38,6,2023-01-07,116,1200 - 1300,2024-08-05 10:11:02,35,16,561,33,A273,Tom Bradley International Terminal,1446,15,885,35
LAX,Los Angeles International Airport,2042,0,616,54,0,0,0,11,54,62,10,2023-01-07,250,1300 - 1400,2024-08-05 10:11:02,43,13,1127,43,A273,Tom Bradley International Terminal,2774,9,1647,30
LAX,Los Angeles International Airport,724,0,674,63,0,0,0,15,44,44,6,2023-01-07,67,1400 - 1500,2024-08-05 10:11:02,42,16,481,42,A273,Tom Bradley International Terminal,1505,15,1024,36
LAX,Los Angeles International Airport,1155,0,887,156,0,0,0,15,42,63,10,2023-01-07,183,1500 - 1600,2024-08-05 10:11:02,45,20,727,45,A273,Tom Bradley International Terminal,2261,13,1534,44
LAX,Los Angeles International Airport,934,0,1150,438,111,83,0,22,42,84,11,2023-01-07,307,1600 - 1700,2024-08-05 10:11:02,72,32,1041,72,A273,Tom Bradley International Terminal,2800,17,1759,67
LAX,Los Angeles International Airport,493,0,984,269,306,171,0,28,48,66,9,2023-01-07,143,1700 - 1800,2024-08-05 10:11:02,82,43,924,82,A273,Tom Bradley International Terminal,2289,19,1365,78
LAX,Los Angeles International Airport,785,0,700,59,0,0,0,15,44,44,7,2023-01-07,190,1800 - 1900,2024-08-05 10:11:02,38,14,267,38,A273,Tom Bradley International Terminal,1588,15,1321,38
LAX,Los Angeles International Airport,389,0,403,128,5,0,0,18,37,20,4,2023-01-07,142,1900 - 2000,2024-08-05 10:11:02,46,22,268,46,A273,Tom Bradley International Terminal,945,17,677,45
LAX,Los Angeles International Airport,455,0,771,85,0,0,0,19,17,37,6,2023-01-07,105,2000 - 2100,2024-08-05 10:11:02,39,17,392,37,A273,Tom Bradley International Terminal,1348,20,956,39
LAX,Los Angeles International Airport,416,0,527,55,0,0,0,17,18,26,6,2023-01-07,46,2100 - 2200,2024-08-05 10:11:02,39,19,235,39,A273,Tom Bradley International Terminal,1024,17,789,39
LAX,Los Angeles International Airport,398,0,575,191,26,0,0,20,18,34,7,2023-01-07,85,2200 - 2300,2024-08-05 10:11:02,56,22,254,55,A273,Tom Bradley International Terminal,1224,20,970,56
LAX,Los Angeles International Airport,209,0,268,0,0,0,0,16,16,17,3,2023-01-07,3,2300 - 0000,2024-08-05 10:11:02,30,15,104,30,A273,Tom Bradley International Terminal,494,16,390,30
LAX,Los Angeles International Airport,411,0,465,321,77,17,0,24,30,36,5,2023-01-08,188,0500 - 0600,2024-08-05 10:11:02,68,31,520,68,A273,Tom Bradley International Terminal,1327,20,807,68
LAX,Los Angeles International Airport,493,0,464,170,31,0,0,19,28,32,6,2023-01-08,135,0600 - 0700,2024-08-05 10:11:02,57,22,484,57,A273,Tom Bradley International Terminal,1190,18,706,57
LAX,Los Angeles International Airport,505,0,872,325,37,9,0,21,29,68,6,2023-01-08,178,0700 - 0800,2024-08-05 10:11:02,67,26,753,67,A273,Tom Bradley International Terminal,1816,18,1063,66
LAX,Los Angeles International Airport,454,0,330,319,247,67,0,28,27,42,5,2023-01-08,94,0800 - 0900,2024-08-05 10:11:02,68,42,721,68,A273,Tom Bradley International Terminal,1459,15,738,68
LAX,Los Angeles International Airport,416,0,326,134,288,13,0,26,35,23,5,2023-01-08,157,0900 - 1000,2024-08-05 10:11:02,63,43,431,63,A273,Tom Bradley International Terminal,1200,17,769,61
LAX,Los Angeles International Airport,447,0,162,5,0,0,0,12,38,16,3,2023-01-08,67,1000 - 1100,2024-08-05 10:11:02,31,13,201,31,A273,Tom Bradley International Terminal,630,12,429,31
LAX,Los Angeles International Airport,1165,0,588,131,0,0,0,13,35,55,9,2023-01-08,119,1100 - 1200,2024-08-05 10:11:02,45,14,839,45,A273,Tom Bradley International Terminal,1939,13,1100,38
LAX,Los Angeles International Airport,690,0,731,204,0,0,0,18,37,50,8,2023-01-08,145,1200 - 1300,2024-08-05 10:11:02,42,20,433,41,A273,Tom Bradley International Terminal,1675,17,1242,42
LAX,Los Angeles International Airport,1551,0,656,0,0,0,0,11,48,64,8,2023-01-08,237,1300 - 1400,2024-08-05 10:11:02,28,10,923,26,A273,Tom Bradley International Terminal,2271,12,1348,28
LAX,Los Angeles International Airport,915,0,651,90,13,0,0,15,49,38,6,2023-01-08,131,1400 - 1500,2024-08-05 10:11:02,47,16,727,47,A273,Tom Bradley International Terminal,1707,14,980,38
LAX,Los Angeles International Airport,1277,0,1199,103,0,0,0,16,45,72,12,2023-01-08,233,1500 - 1600,2024-08-05 10:11:02,44,17,1091,44,A273,Tom Bradley International Terminal,2651,15,1560,43
LAX,Los Angeles International Airport,820,0,414,2,0,0,0,12,48,31,5,2023-01-08,116,1600 - 1700,2024-08-05 10:11:02,31,13,464,30,A273,Tom Bradley International Terminal,1267,12,803,31
LAX,Los Angeles International Airport,1035,0,623,45,0,0,0,14,45,48,8,2023-01-08,175,1700 - 1800,2024-08-05 10:11:02,44,14,478,44,A273,Tom Bradley International Terminal,1751,14,1273,44
LAX,Los Angeles International Airport,1080,0,673,45,0,0,0,14,41,40,9,2023-01-08,210,1800 - 1900,2024-08-05 10:11:02,39,14,530,38,A273,Tom Bradley International Terminal,1838,14,1308,39
LAX,Los Angeles International Airport,445,0,383,53,0,0,0,15,26,26,4,2023-01-08,121,1900 - 2000,2024-08-05 10:11:02,37,21,238,37,A273,Tom Bradley International Terminal,907,14,669,34
LAX,Los Angeles International Airport,735,0,628,101,7,0,0,16,23,40,6,2023-01-08,69,2000 - 2100,2024-08-05 10:11:02,48,19,779,48,A273,Tom Bradley International Terminal,1511,13,732,45
LAX,Los Angeles International Airport,516,0,354,5,0,0,0,13,19,21,5,2023-01-08,69,2100 - 2200,2024-08-05 10:11:02,34,14,189,29,A273,Tom Bradley International Terminal,896,13,707,34
LAX,Los Angeles International Airport,481,0,264,46,6,0,0,15,18,20,5,2023-01-08,19,2200 - 2300,2024-08-05 10:11:02,48,19,164,48,A273,Tom Bradley International Terminal,817,14,653,46
LAX,Los Angeles International Airport,355,0,502,241,7,0,0,21,16,29,6,2023-01-08,56,2300 - 0000,2024-08-05 10:11:02,46,22,349,46,A273,Tom Bradley International Terminal,1134,21,785,46
LAX,Los Angeles International Airport,335,0,248,125,35,20,0,20,21,23,3,2023-01-09,109,0500 - 0600,2024-08-05 10:11:02,80,27,234,75,A273,Tom Bradley International Terminal,786,18,552,80
LAX,Los Angeles International Airport,262,0,246,146,246,271,0,39,23,37,5,2023-01-09,73,0600 - 0700,2024-08-05 10:11:02,88,52,750,88,A273,Tom Bradley International Terminal,1208,19,458,88
LAX,Los Angeles International Airport,499,31,379,128,302,254,86,38,26,50,6,2023-01-09,119,0700 - 0800,2024-08-05 10:11:02,123,61,870,123,A273,Tom Bradley International Terminal,1729,16,859,105
LAX,Los Angeles International Airport,134,24,280,43,51,139,201,52,26,26,3,2023-01-09,32,0800 - 0900,2024-08-05 10:11:02,124,86,389,124,A273,Tom Bradley International Terminal,898,29,509,119
LAX,Los Angeles International Airport,411,0,135,68,197,119,0,28,36,25,4,2023-01-09,96,0900 - 1000,2024-08-05 10:11:02,76,43,509,76,A273,Tom Bradley International Terminal,955,12,446,76
LAX,Los Angeles International Airport,488,0,521,19,0,0,0,15,32,23,5,2023-01-09,116,1000 - 1100,2024-08-05 10:11:02,33,15,375,33,A273,Tom Bradley International Terminal,1051,16,676,33
LAX,Los Angeles International Airport,529,0,530,38,0,0,0,16,29,31,5,2023-01-09,49,1100 - 1200,2024-08-05 10:11:02,40,16,382,40,A273,Tom Bradley International Terminal,1128,16,746,40
LAX,Los Angeles International Airport,468,0,611,151,0,0,0,18,28,38,5,2023-01-09,86,1200 - 1300,2024-08-05 10:11:02,39,21,483,39,A273,Tom Bradley International Terminal,1268,16,785,36
LAX,Los Angeles International Airport,922,0,551,41,8,0,0,14,42,41,7,2023-01-09,157,1300 - 1400,2024-08-05 10:11:02,48,16,521,48,A273,Tom Bradley International Terminal,1563,13,1042,48
LAX,Los Angeles International Airport,456,0,694,408,104,0,0,24,43,43,8,2023-01-09,134,1400 - 1500,2024-08-05 10:11:02,53,23,643,52,A273,Tom Bradley International Terminal,1705,24,1062,53
LAX,Los Angeles International Airport,652,0,783,698,158,13,0,25,39,78,10,2023-01-09,230,1500 - 1600,2024-08-05 10:11:02,64,29,874,64,A273,Tom Bradley International Terminal,2382,22,1508,59
LAX,Los Angeles International Airport,376,0,997,482,363,0,0,28,42,64,10,2023-01-09,193,1600 - 1700,2024-08-05 10:11:02,60,40,875,60,A273,Tom Bradley International Terminal,2282,21,1407,58
LAX,Los Angeles International Airport,861,0,805,332,82,0,0,19,39,62,9,2023-01-09,161,1700 - 1800,2024-08-05 10:11:02,54,24,665,54,A273,Tom Bradley International Terminal,2142,17,1477,54
LAX,Los Angeles International Airport,619,0,400,33,0,0,0,14,34,39,4,2023-01-09,87,1800 - 1900,2024-08-05 10:11:02,41,15,483,41,A273,Tom Bradley International Terminal,1091,13,608,41
LAX,Los Angeles International Airport,296,0,336,184,48,0,0,22,33,27,3,2023-01-09,78,1900 - 2000,2024-08-05 10:11:02,59,27,252,59,A273,Tom Bradley International Terminal,891,21,639,51
LAX,Los Angeles International Airport,289,0,129,0,0,0,0,12,28,10,1,2023-01-09,54,2000 - 2100,2024-08-05 10:11:02,23,13,138,23,A273,Tom Bradley International Terminal,428,11,290,22
LAX,Los Angeles International Airport,741,0,357,13,0,0,0,13,25,31,6,2023-01-09,52,2100 - 2200,2024-08-05 10:11:02,42,13,283,42,A273,Tom Bradley International Terminal,1142,12,859,42
LAX,Los Angeles International Airport,575,0,610,102,0,0,0,17,25,37,7,2023-01-09,73,2200 - 2300,2024-08-05 10:11:02,44,22,380,44,A273,Tom Bradley International Terminal,1324,15,944,39
LAX,Los Angeles International Airport,656,0,520,60,5,0,0,15,25,34,7,2023-01-09,25,2300 - 0000,2024-08-05 10:11:02,47,17,457,47,A273,Tom Bradley International Terminal,1275,14,818,31
LAX,Los Angeles International Airport,263,0,59,0,0,0,0,10,20,7,1,2023-01-10,21,0000 - 0100,2024-08-05 10:11:02,19,10,136,19,A273,Tom Bradley International Terminal,329,10,193,19
