FlightDate,HourRange,NonUsaPassengerAverageWait,NonUsaPassengerCount,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount
2025-06-14,1700 - 1800,69,719,2107,13,1388
2025-06-14,1800 - 1900,55,609,1697,13,1088
2025-06-14,1900 - 2000,75,335,964,15,629
2025-06-14,2000 - 2100,57,545,2567,24,2022
2025-06-14,2100 - 2200,52,614,1496,17,882
2025-06-14,2200 - 2300,38,519,1570,15,1051
2025-06-14,2300 - 0000,17,238,557,12,319
2025-06-15,0500 - 0600,53,523,1046,20,523
2025-06-15,0600 - 0700,59,343,862,18,519
2025-06-15,0700 - 0800,49,266,642,15,376
2025-06-15,0800 - 0900,54,615,1116,12,501
2025-06-15,0900 - 1000,53,359,711,19,352
2025-06-15,1000 - 1100,47,1192,1944,11,752
2025-06-15,1100 - 1200,59,1169,2292,12,1123
2025-06-15,1200 - 1300,38,740,1581,10,841
2025-06-15,1300 - 1400,25,864,2042,13,1178
2025-06-15,1400 - 1500,21,996,2369,13,1373
2025-06-15,1500 - 1600,18,897,2566,14,1669
2025-06-15,1600 - 1700,14,707,1823,8,1116
2025-06-15,1700 - 1800,18,978,2991,13,2013
2025-06-15,1800 - 1900,18,539,1915,14,1376
2025-06-15,1900 - 2000,15,215,982,15,767
2025-06-15,2000 - 2100,34,1031,2336,18,1305
2025-06-15,2100 - 2200,56,572,1715,16,1143
2025-06-15,2200 - 2300,45,465,1395,14,930
2025-06-15,2300 - 0000,32,155,509,12,354
2025-06-16,0500 - 0600,39,337,672,20,335
2025-06-16,0600 - 0700,30,611,1139,9,528
2025-06-16,0700 - 0800,18,495,678,6,183
2025-06-16,0800 - 0900,19,372,902,10,530
2025-06-16,0900 - 1000,24,509,777,12,268
2025-06-16,1000 - 1100,27,986,1632,8,646
2025-06-16,1100 - 1200,20,599,1149,9,550
2025-06-16,1200 - 1300,16,660,1757,13,1097
2025-06-16,1300 - 1400,23,1499,2832,11,1333
2025-06-16,1400 - 1500,19,927,1401,12,474
2025-06-16,1500 - 1600,25,1231,2509,11,1278
2025-06-16,1600 - 1700,37,1174,2629,12,1455
2025-06-16,1700 - 1800,27,488,1448,15,960
2025-06-16,1800 - 1900,16,498,1576,10,1078
2025-06-16,1900 - 2000,22,419,1099,15,680
2025-06-16,2000 - 2100,36,802,2386,14,1584
2025-06-16,2100 - 2200,39,443,1341,22,898
2025-06-16,2200 - 2300,31,557,1259,13,702
2025-06-16,2300 - 0000,24,270,630,16,360
2025-06-17,0500 - 0600,26,282,587,12,305
2025-06-17,0600 - 0700,25,469,1053,12,584
2025-06-17,0700 - 0800,33,591,981,15,390
2025-06-17,0800 - 0900,26,489,1078,13,589
2025-06-17,0900 - 1000,33,640,1058,10,418
2025-06-17,1000 - 1100,32,604,963,9,359
2025-06-17,1100 - 1200,22,440,813,10,373
2025-06-17,1200 - 1300,21,843,2114,12,1271
2025-06-17,1300 - 1400,22,740,1548,12,808
2025-06-17,1400 - 1500,19,857,1808,16,951
2025-06-17,1500 - 1600,15,740,1854,11,1114
2025-06-17,1600 - 1700,19,1001,2485,15,1484
2025-06-17,1700 - 1800,7,358,1478,8,1120
2025-06-17,1800 - 1900,16,435,1363,10,928
2025-06-17,1900 - 2000,16,190,567,9,377
2025-06-17,2000 - 2100,27,843,2314,15,1471
2025-06-17,2100 - 2200,35,714,1655,16,941
2025-06-17,2200 - 2300,23,183,528,15,345
2025-06-17,2300 - 0000,15,146,398,8,252
2025-06-18,0500 - 0600,45,219,545,27,326
2025-06-18,0600 - 0700,62,910,1633,13,723
2025-06-18,0700 - 0800,89,621,1011,21,390
2025-06-18,0800 - 0900,90,438,899,17,461
2025-06-18,0900 - 1000,85,721,1102,23,381
2025-06-18,1000 - 1100,66,745,1101,17,356
2025-06-18,1100 - 1200,76,681,1245,13,564
2025-06-18,1200 - 1300,63,1047,1996,10,949
2025-06-18,1300 - 1400,58,741,1760,18,1019
2025-06-18,1400 - 1500,40,1247,2405,16,1158
2025-06-18,1500 - 1600,49,635,1553,9,918
2025-06-18,1600 - 1700,42,962,2505,16,1543
2025-06-18,1700 - 1800,28,555,1504,19,949
2025-06-18,1800 - 1900,20,571,1664,10,1093
2025-06-18,1900 - 2000,21,656,1946,18,1290
2025-06-18,2000 - 2100,20,364,1328,12,964
2025-06-18,2100 - 2200,23,707,1566,13,859
2025-06-18,2200 - 2300,26,361,873,18,512
2025-06-18,2300 - 0000,24,83,215,15,132
2025-06-19,0500 - 0600,26,132,406,21,274
2025-06-19,0600 - 0700,37,586,1180,18,594
2025-06-19,0700 - 0800,76,780,1270,13,490
2025-06-19,0800 - 0900,72,405,723,15,318
2025-06-19,0900 - 1000,54,379,681,23,302
2025-06-19,1000 - 1100,52,1294,2226,17,932
2025-06-19,1100 - 1200,50,496,942,11,446
2025-06-19,1200 - 1300,27,646,1229,10,583
2025-06-19,1300 - 1400,40,1307,2580,23,1273
2025-06-19,1400 - 1500,31,935,1909,15,974
2025-06-19,1500 - 1600,25,800,1999,14,1199
2025-06-19,1600 - 1700,35,1777,3618,15,1841
2025-06-19,1700 - 1800,35,447,1084,22,637
2025-06-19,1800 - 1900,13,426,1295,14,869
2025-06-19,1900 - 2000,21,265,1258,15,993
2025-06-19,2000 - 2100,23,993,2411,11,1418
2025-06-19,2100 - 2200,19,327,1040,14,713
2025-06-19,2200 - 2300,22,468,1132,15,664
2025-06-19,2300 - 0000,25,304,625,12,321
2025-06-20,0500 - 0600,34,235,540,16,305
2025-06-20,0600 - 0700,64,968,1683,12,715
2025-06-20,0700 - 0800,96,737,1007,15,270
2025-06-20,0800 - 0900,75,295,636,13,341
2025-06-20,0900 - 1000,63,446,702,20,256
2025-06-20,1000 - 1100,44,843,1546,11,703
2025-06-20,1100 - 1200,37,653,982,13,329
2025-06-20,1200 - 1300,36,1039,2192,12,1153
2025-06-20,1300 - 1400,51,1295,2770,18,1475
2025-06-20,1400 - 1500,46,918,1945,12,1027
2025-06-20,1500 - 1600,87,1686,3626,22,1940
2025-06-20,1600 - 1700,87,1218,2617,22,1399
2025-06-20,1700 - 1800,78,615,1889,17,1274
2025-06-20,1800 - 1900,55,284,1272,15,988
2025-06-20,1900 - 2000,39,483,1404,13,921
2025-06-20,2000 - 2100,17,597,1657,14,1060
2025-06-20,2100 - 2200,43,869,2088,18,1219
2025-06-20,2200 - 2300,42,622,1466,13,844
2025-06-20,2300 - 0000,39,252,431,9,179
2025-06-21,0500 - 0600,33,379,829,26,450
2025-06-21,0600 - 0700,27,656,1235,10,579
2025-06-21,0700 - 0800,28,786,1069,12,283
2025-06-21,0800 - 0900,22,368,904,5,536
2025-06-21,0900 - 1000,31,466,882,13,416
2025-06-21,1000 - 1100,37,856,1266,12,410
2025-06-21,1100 - 1200,24,771,1621,12,850
2025-06-21,1200 - 1300,16,1100,2617,12,1517
2025-06-21,1300 - 1400,23,608,1442,20,834
2025-06-21,1400 - 1500,21,1614,3069,14,1455
2025-06-21,1500 - 1600,23,1041,3025,14,1984
2025-06-21,1600 - 1700,21,980,2522,19,1542
2025-06-21,1700 - 1800,17,571,1557,14,986
2025-06-21,1800 - 1900,14,687,2395,11,1708
2025-06-21,1900 - 2000,19,262,962,15,700
2025-06-21,2000 - 2100,19,401,2522,19,2121
2025-06-21,2100 - 2200,41,479,1795,19,1316
2025-06-21,2200 - 2300,40,435,1482,17,1047
2025-06-21,2300 - 0000,23,143,419,16,276
2025-06-22,0500 - 0600,35,79,234,30,155
2025-06-22,0600 - 0700,16,493,1185,10,692
2025-06-22,0700 - 0800,18,546,1054,8,508
2025-06-22,0800 - 0900,10,185,540,7,355
2025-06-22,0900 - 1000,20,214,541,18,327
2025-06-22,1000 - 1100,37,952,1619,14,667
2025-06-22,1100 - 1200,51,1189,2392,18,1203
2025-06-22,1200 - 1300,24,854,2327,14,1473
2025-06-22,1300 - 1400,28,699,2078,19,1379
2025-06-22,1400 - 1500,18,1475,3238,12,1763
2025-06-22,1500 - 1600,14,690,2126,10,1436
2025-06-22,1600 - 1700,20,1034,2962,16,1928
2025-06-22,1700 - 1800,12,736,2523,9,1787
2025-06-22,1800 - 1900,20,399,2284,14,1885
2025-06-22,1900 - 2000,27,487,1562,13,1075
2025-06-22,2000 - 2100,20,645,1973,14,1328
2025-06-22,2100 - 2200,28,579,1894,19,1315
2025-06-22,2200 - 2300,19,174,922,16,748
2025-06-22,2300 - 0000,12,98,499,12,401
2025-06-23,0500 - 0600,45,103,388,36,285
2025-06-23,0600 - 0700,56,876,1904,17,1028
2025-06-23,0700 - 0800,79,192,427,8,235
2025-06-23,0800 - 0900,71,634,1105,12,471
2025-06-23,0900 - 1000,62,819,1689,15,870
2025-06-23,1000 - 1100,46,823,1251,11,428
2025-06-23,1100 - 1200,20,481,1285,13,804
2025-06-23,1200 - 1300,19,800,2096,15,1296
2025-06-23,1300 - 1400,18,891,2601,13,1710
2025-06-23,1400 - 1500,22,1566,2888,17,1322
2025-06-23,1500 - 1600,28,832,2027,20,1195
2025-06-23,1600 - 1700,34,1175,3008,18,1833
2025-06-23,1700 - 1800,17,605,2108,14,1503
2025-06-23,1800 - 1900,20,649,1749,11,1100
2025-06-23,1900 - 2000,22,323,842,14,519
2025-06-23,2000 - 2100,20,442,2199,16,1757
2025-06-23,2100 - 2200,22,576,1441,12,865
2025-06-23,2200 - 2300,19,269,1259,17,990
2025-06-23,2300 - 0000,17,60,292,14,232
2025-06-24,0500 - 0600,27,77,231,17,154
2025-06-24,0600 - 0700,23,846,1736,13,890
2025-06-24,0700 - 0800,22,424,693,13,269
2025-06-24,0800 - 0900,17,277,724,7,447
2025-06-24,0900 - 1000,23,683,1230,12,547
2025-06-24,1000 - 1100,32,556,956,10,400
2025-06-24,1100 - 1200,18,644,1333,11,689
2025-06-24,1200 - 1300,12,702,1623,9,921
2025-06-24,1300 - 1400,21,809,2317,19,1508
2025-06-24,1400 - 1500,21,1103,2180,12,1077
2025-06-24,1500 - 1600,12,539,1508,8,969
2025-06-24,1600 - 1700,28,1157,3233,16,2076
2025-06-24,1700 - 1800,21,582,1953,17,1371
2025-06-24,1800 - 1900,20,470,1270,9,800
2025-06-24,1900 - 2000,14,118,758,11,640
2025-06-24,2000 - 2100,23,642,1752,15,1110
2025-06-24,2100 - 2200,50,502,1406,16,904
2025-06-24,2200 - 2300,35,510,1339,15,829
2025-06-24,2300 - 0000,22,115,566,12,451
2025-06-25,0500 - 0600,32,192,520,32,328
2025-06-25,0600 - 0700,18,489,1280,15,791
2025-06-25,0700 - 0800,24,813,1414,12,601
2025-06-25,0800 - 0900,26,152,389,13,237
2025-06-25,0900 - 1000,19,889,1484,14,595
2025-06-25,1000 - 1100,21,685,1062,12,377
2025-06-25,1100 - 1200,20,731,1787,17,1056
2025-06-25,1200 - 1300,15,730,1835,12,1105
2025-06-25,1300 - 1400,20,964,2370,12,1406
2025-06-25,1400 - 1500,24,1234,2339,12,1105
2025-06-25,1500 - 1600,28,945,2510,17,1565
2025-06-25,1600 - 1700,26,1104,2840,15,1736
2025-06-25,1700 - 1800,20,784,1984,14,1200
2025-06-25,1800 - 1900,12,496,1501,7,1005
2025-06-25,1900 - 2000,21,441,1620,19,1179
2025-06-25,2000 - 2100,18,236,1030,13,794
2025-06-25,2100 - 2200,22,597,1573,12,976
2025-06-25,2200 - 2300,22,567,1415,13,848
2025-06-25,2300 - 0000,25,118,401,15,283
2025-06-26,0000 - 0100,20,77,492,14,415
2025-06-26,0500 - 0600,28,261,538,11,277
2025-06-26,0600 - 0700,33,402,872,13,470
2025-06-26,0700 - 0800,22,707,1286,7,579
2025-06-26,0800 - 0900,25,222,496,8,274
2025-06-26,0900 - 1000,17,307,578,11,271
2025-06-26,1000 - 1100,29,1145,2122,15,977
2025-06-26,1100 - 1200,16,711,1471,11,760
2025-06-26,1200 - 1300,15,717,1711,8,994
2025-06-26,1300 - 1400,26,1189,2457,11,1268
2025-06-26,1400 - 1500,29,1235,2183,17,948
2025-06-26,1500 - 1600,24,1072,2385,11,1313
2025-06-26,1600 - 1700,19,965,2583,11,1618
2025-06-26,1700 - 1800,22,970,2694,11,1724
2025-06-26,1800 - 1900,14,248,992,8,744
2025-06-26,1900 - 2000,14,297,1138,13,841
2025-06-26,2000 - 2100,35,762,2064,16,1302
2025-06-26,2100 - 2200,38,723,1881,17,1158
2025-06-26,2200 - 2300,40,559,1495,16,936
2025-06-26,2300 - 0000,37,216,420,12,204
2025-06-27,0500 - 0600,35,271,652,17,381
2025-06-27,0600 - 0700,35,954,1630,8,676
2025-06-27,0700 - 0800,58,547,1009,12,462
2025-06-27,0800 - 0900,35,247,644,10,397
2025-06-27,0900 - 1000,31,763,1432,18,669
2025-06-27,1000 - 1100,36,522,949,8,427
2025-06-27,1100 - 1200,23,783,1677,11,894
2025-06-27,1200 - 1300,15,362,793,10,431
2025-06-27,1300 - 1400,22,1390,3409,12,2019
2025-06-27,1400 - 1500,42,1820,3511,21,1691
2025-06-27,1500 - 1600,19,535,1573,9,1038
2025-06-27,1600 - 1700,16,1108,2992,12,1884
2025-06-27,1700 - 1800,19,1091,3071,12,1980
2025-06-27,1800 - 1900,17,531,1595,12,1064
2025-06-27,1900 - 2000,30,322,1203,16,881
2025-06-27,2000 - 2100,24,893,2206,14,1313
2025-06-27,2100 - 2200,42,844,2255,16,1411
2025-06-27,2200 - 2300,58,288,810,14,522
2025-06-27,2300 - 0000,45,364,786,17,422
2025-06-28,0500 - 0600,37,65,386,27,321
2025-06-28,0600 - 0700,56,857,1574,13,717
2025-06-28,0700 - 0800,101,1018,1585,25,567
2025-06-28,0800 - 0900,102,155,439,8,284
2025-06-28,0900 - 1000,70,587,1404,14,817
2025-06-28,1000 - 1100,44,702,1020,13,318
2025-06-28,1100 - 1200,32,663,1528,13,865
2025-06-28,1200 - 1300,17,752,1811,10,1059
2025-06-28,1300 - 1400,25,1569,3251,16,1682
2025-06-28,1400 - 1500,22,835,1931,13,1096
2025-06-28,1500 - 1600,24,1189,2618,17,1429
2025-06-28,1600 - 1700,33,1133,2518,15,1385
2025-06-28,1700 - 1800,21,961,3009,14,2048
2025-06-28,1800 - 1900,21,456,1416,17,960
2025-06-28,1900 - 2000,13,201,1066,13,865
2025-06-28,2000 - 2100,18,228,1819,18,1591
2025-06-28,2100 - 2200,33,698,2710,21,2012
2025-06-28,2200 - 2300,32,509,1495,10,986
2025-06-28,2300 - 0000,30,359,931,13,572
2025-06-29,0500 - 0600,37,526,1297,26,771
2025-06-29,0600 - 0700,32,520,1134,13,614
2025-06-29,0700 - 0800,19,185,389,10,204
2025-06-29,0800 - 0900,19,468,881,8,413
2025-06-29,0900 - 1000,17,233,952,13,719
2025-06-29,1000 - 1100,20,756,1554,12,798
2025-06-29,1100 - 1200,18,1250,2473,10,1223
2025-06-29,1200 - 1300,19,887,1985,10,1098
2025-06-29,1300 - 1400,26,1068,3181,16,2113
2025-06-29,1400 - 1500,28,987,2551,19,1564
2025-06-29,1500 - 1600,14,811,2254,11,1443
2025-06-29,1600 - 1700,17,912,2555,11,1643
2025-06-29,1700 - 1800,14,799,2809,11,2010
2025-06-29,1800 - 1900,20,491,1799,12,1308
2025-06-29,1900 - 2000,11,208,964,11,756
2025-06-29,2000 - 2100,15,718,2746,14,2028
2025-06-29,2100 - 2200,21,890,2182,13,1292
2025-06-29,2200 - 2300,16,273,1285,12,1012
2025-06-29,2300 - 0000,18,233,1186,15,953
2025-06-30,0500 - 0600,33,408,725,20,317
2025-06-30,0600 - 0700,40,617,1544,17,927
2025-06-30,0700 - 0800,38,727,1232,11,505
2025-06-30,0800 - 0900,15,348,931,7,583
2025-06-30,0900 - 1000,21,366,926,14,560
2025-06-30,1000 - 1100,23,559,880,12,321
2025-06-30,1100 - 1200,15,582,1537,12,955
2025-06-30,1200 - 1300,15,1267,2872,16,1605
2025-06-30,1300 - 1400,29,1038,3253,23,2215
2025-06-30,1400 - 1500,17,822,1705,10,883
2025-06-30,1500 - 1600,20,1164,2759,14,1595
2025-06-30,1600 - 1700,30,1104,3214,18,2110
2025-06-30,1700 - 1800,16,706,2357,12,1651
2025-06-30,1800 - 1900,17,560,2002,14,1442
2025-06-30,1900 - 2000,26,118,660,22,542
2025-06-30,2000 - 2100,28,763,2676,16,1913
2025-06-30,2100 - 2200,35,457,1215,21,758
2025-06-30,2200 - 2300,43,519,2126,23,1607
2025-06-30,2300 - 0000,44,72,323,24,251
2025-07-01,0600 - 0700,31,985,2139,15,1154
2025-07-01,0700 - 0800,20,527,943,10,416
2025-07-01,0800 - 0900,13,251,546,7,295
2025-07-01,0900 - 1000,24,532,974,14,442
2025-07-01,1000 - 1100,27,314,554,11,240
2025-07-01,1100 - 1200,17,963,2012,12,1049
2025-07-01,1200 - 1300,21,1015,1707,14,692
2025-07-01,1300 - 1400,33,1070,2730,17,1660
2025-07-01,1400 - 1500,25,952,2157,14,1205
2025-07-01,1500 - 1600,18,1101,2367,11,1266
2025-07-01,1600 - 1700,16,899,2200,13,1301
2025-07-01,1700 - 1800,17,813,2268,13,1455
2025-07-01,1800 - 1900,19,750,2290,13,1540
2025-07-01,1900 - 2000,16,304,783,14,479
2025-07-01,2000 - 2100,28,873,2475,14,1602
2025-07-01,2100 - 2200,28,398,1357,18,959
2025-07-01,2200 - 2300,31,994,1922,13,928
2025-07-01,2300 - 0000,20,190,581,14,391
2025-07-02,0500 - 0600,32,404,951,24,547
2025-07-02,0600 - 0700,25,512,932,9,420
2025-07-02,0700 - 0800,29,363,652,13,289
2025-07-02,0800 - 0900,30,625,1070,9,445
2025-07-02,0900 - 1000,19,203,467,18,264
2025-07-02,1000 - 1100,26,1065,1564,10,499
2025-07-02,1100 - 1200,18,622,1362,11,740
2025-07-02,1200 - 1300,20,1255,2391,11,1136
2025-07-02,1300 - 1400,39,1443,2909,15,1466
2025-07-02,1400 - 1500,42,1717,3082,15,1365
2025-07-02,1500 - 1600,36,628,1457,10,829
2025-07-02,1600 - 1700,21,1279,2932,12,1653
2025-07-02,1700 - 1800,20,802,2079,11,1277
2025-07-02,1800 - 1900,18,670,1681,13,1011
2025-07-02,1900 - 2000,20,288,973,12,685
2025-07-02,2000 - 2100,28,382,1784,13,1402
2025-07-02,2100 - 2200,22,496,1787,15,1291
2025-07-02,2200 - 2300,29,803,1970,17,1167
2025-07-02,2300 - 0000,26,131,356,16,225
2025-07-03,0500 - 0600,48,339,746,29,407
2025-07-03,0600 - 0700,53,473,939,15,466
2025-07-03,0700 - 0800,46,579,1049,13,470
2025-07-03,0800 - 0900,24,205,593,13,388
2025-07-03,0900 - 1000,25,380,769,16,389
2025-07-03,1000 - 1100,19,525,929,13,404
2025-07-03,1100 - 1200,32,1211,2495,15,1284
2025-07-03,1200 - 1300,16,524,1139,11,615
2025-07-03,1300 - 1400,29,1837,4082,16,2245
2025-07-03,1400 - 1500,36,488,997,24,509
2025-07-03,1500 - 1600,20,1194,2256,14,1062
2025-07-03,1600 - 1700,35,1541,3702,17,2161
2025-07-03,1700 - 1800,28,605,1646,12,1041
2025-07-03,1800 - 1900,23,610,1888,15,1278
2025-07-03,1900 - 2000,11,83,438,9,355
2025-07-03,2000 - 2100,29,634,2111,17,1477
2025-07-03,2100 - 2200,29,466,1156,16,690
2025-07-03,2200 - 2300,44,948,2394,13,1446
2025-07-03,2300 - 0000,41,278,598,15,320
2025-07-04,0500 - 0600,47,420,949,22,529
2025-07-04,0600 - 0700,60,948,1402,18,454
2025-07-04,0700 - 0800,61,582,936,8,354
2025-07-04,0800 - 0900,37,162,411,6,249
2025-07-04,0900 - 1000,25,487,903,13,416
2025-07-04,1000 - 1100,18,921,1556,8,635
2025-07-04,1100 - 1200,17,868,1835,11,967
2025-07-04,1200 - 1300,19,617,1340,8,723
2025-07-04,1300 - 1400,26,1453,3444,17,1991
2025-07-04,1400 - 1500,31,1362,2872,16,1510
2025-07-04,1500 - 1600,17,647,1208,8,561
2025-07-04,1600 - 1700,23,1553,3400,13,1847
2025-07-04,1700 - 1800,21,515,1720,15,1205
2025-07-04,1800 - 1900,16,891,2540,11,1649
2025-07-04,1900 - 2000,20,228,516,14,288
2025-07-04,2000 - 2100,32,925,2419,13,1494
2025-07-04,2100 - 2200,35,522,1616,14,1094
2025-07-04,2200 - 2300,27,893,2080,17,1187
2025-07-04,2300 - 0000,24,196,576,19,380
2025-07-05,0500 - 0600,42,371,835,22,464
2025-07-05,0600 - 0700,43,800,1373,15,573
2025-07-05,0700 - 0800,52,693,1188,12,495
2025-07-05,0800 - 0900,35,333,809,8,476
2025-07-05,0900 - 1000,18,417,887,12,470
2025-07-05,1000 - 1100,20,455,876,10,421
2025-07-05,1100 - 1200,25,1492,2647,10,1155
2025-07-05,1200 - 1300,15,469,1314,9,845
2025-07-05,1300 - 1400,19,1509,3520,12,2011
2025-07-05,1400 - 1500,27,1000,1876,17,876
2025-07-05,1500 - 1600,14,878,1880,9,1002
2025-07-05,1600 - 1700,24,1320,3360,14,2040
2025-07-05,1700 - 1800,15,489,1335,8,846
2025-07-05,1800 - 1900,14,326,1742,9,1416
2025-07-05,1900 - 2000,32,608,1637,18,1029
2025-07-05,2000 - 2100,19,402,1995,18,1593
2025-07-05,2100 - 2200,28,500,2255,20,1755
2025-07-05,2200 - 2300,35,519,1520,20,1001
2025-07-05,2300 - 0000,20,107,623,16,516
2025-07-06,0500 - 0600,52,618,1561,27,943
2025-07-06,0600 - 0700,58,576,836,20,260
2025-07-06,0700 - 0800,29,312,670,6,358
2025-07-06,0800 - 0900,24,292,809,13,517
2025-07-06,0900 - 1000,23,600,1349,15,749
2025-07-06,1000 - 1100,19,372,751,10,379
2025-07-06,1100 - 1200,20,1558,2845,10,1287
2025-07-06,1200 - 1300,19,651,2032,10,1381
2025-07-06,1300 - 1400,16,1334,3587,12,2253
2025-07-06,1400 - 1500,26,870,2167,17,1297
2025-07-06,1500 - 1600,10,732,2066,7,1334
2025-07-06,1600 - 1700,14,1009,2809,11,1800
2025-07-06,1700 - 1800,11,390,1363,8,973
2025-07-06,1800 - 1900,20,917,3357,11,2440
2025-07-06,1900 - 2000,13,275,855,9,580
2025-07-06,2000 - 2100,38,754,2231,12,1477
2025-07-06,2100 - 2200,40,665,2528,15,1863
2025-07-06,2200 - 2300,42,649,2347,30,1698
2025-07-06,2300 - 0000,23,90,706,21,616
2025-07-07,0500 - 0600,44,366,772,21,406
2025-07-07,0600 - 0700,40,594,1533,14,939
2025-07-07,0700 - 0800,39,642,884,14,242
2025-07-07,0800 - 0900,50,364,723,7,359
2025-07-07,0900 - 1000,24,501,1342,13,841
2025-07-07,1000 - 1100,14,654,1076,6,422
2025-07-07,1100 - 1200,20,866,1863,10,997
2025-07-07,1200 - 1300,19,903,2298,14,1395
2025-07-07,1300 - 1400,33,1440,3707,18,2267
2025-07-07,1400 - 1500,50,1074,1851,23,777
2025-07-07,1500 - 1600,27,1095,2579,10,1484
2025-07-07,1600 - 1700,14,538,1360,10,822
2025-07-07,1700 - 1800,22,1765,4012,11,2247
2025-07-07,1800 - 1900,22,434,1348,8,914
2025-07-07,1900 - 2000,23,491,1344,15,853
2025-07-07,2000 - 2100,22,577,1912,14,1335
2025-07-07,2100 - 2200,21,439,1678,14,1239
2025-07-07,2200 - 2300,25,645,2115,20,1470
2025-07-07,2300 - 0000,14,169,595,13,426
2025-07-08,0000 - 0100,15,26,161,13,135
2025-07-08,0500 - 0600,44,295,565,34,270
2025-07-08,0600 - 0700,44,819,1785,17,966
2025-07-08,0700 - 0800,42,218,506,9,288
2025-07-08,0800 - 0900,18,320,715,7,395
2025-07-08,0900 - 1000,21,523,985,16,462
2025-07-08,1000 - 1100,18,529,829,8,300
2025-07-08,1100 - 1200,23,863,2088,10,1225
2025-07-08,1200 - 1300,18,711,1597,11,886
2025-07-08,1300 - 1400,45,1263,2930,21,1667
2025-07-08,1400 - 1500,29,755,1963,12,1208
2025-07-08,1500 - 1600,14,611,1340,9,729
2025-07-08,1600 - 1700,14,1257,3313,12,2056
2025-07-08,1700 - 1800,23,1216,3197,18,1981
2025-07-08,1800 - 1900,21,487,1307,12,820
2025-07-08,1900 - 2000,12,205,430,7,225
2025-07-08,2000 - 2100,13,602,1791,11,1189
2025-07-08,2100 - 2200,16,597,1822,12,1225
2025-07-08,2200 - 2300,22,544,1666,14,1122
2025-07-08,2300 - 0000,14,149,563,10,414
2025-07-09,0500 - 0600,53,573,1228,35,655
2025-07-09,0600 - 0700,28,591,946,12,355
2025-07-09,0700 - 0800,22,486,977,11,491
2025-07-09,0800 - 0900,14,218,493,6,275
2025-07-09,0900 - 1000,29,685,1236,18,551
2025-07-09,1000 - 1100,22,674,968,7,294
2025-07-09,1100 - 1200,31,1091,2219,15,1128
2025-07-09,1200 - 1300,22,614,1333,11,719
2025-07-09,1300 - 1400,48,1232,2969,16,1737
2025-07-09,1400 - 1500,63,1811,3108,18,1297
2025-07-09,1500 - 1600,73,880,1982,12,1102
2025-07-09,1600 - 1700,59,927,2005,11,1078
2025-07-09,1700 - 1800,44,882,2612,10,1730
2025-07-09,1800 - 1900,25,598,1376,17,778
2025-07-09,1900 - 2000,12,268,1257,16,989
2025-07-09,2000 - 2100,29,763,2116,22,1353
2025-07-09,2100 - 2200,27,733,2128,17,1395
2025-07-09,2200 - 2300,20,396,1177,15,781
2025-07-09,2300 - 0000,15,303,858,9,555
2025-07-10,0500 - 0600,25,315,801,17,486
2025-07-10,0600 - 0700,42,931,1466,14,535
2025-07-10,0700 - 0800,45,431,862,14,431
2025-07-10,0800 - 0900,25,485,1068,16,583
2025-07-10,0900 - 1000,17,255,332,13,77
2025-07-10,1000 - 1100,22,645,1512,15,867
2025-07-10,1100 - 1200,35,1080,1813,15,733
2025-07-10,1200 - 1300,57,1382,2551,19,1169
2025-07-10,1300 - 1400,72,1328,2653,23,1325
2025-07-10,1400 - 1500,55,928,1900,12,972
2025-07-10,1500 - 1600,44,846,1734,11,888
2025-07-10,1600 - 1700,52,1837,3515,13,1678
2025-07-10,1700 - 1800,47,912,2289,14,1377
2025-07-10,1800 - 1900,26,556,1373,12,817
2025-07-10,1900 - 2000,15,96,484,13,388
2025-07-10,2000 - 2100,50,1041,2476,18,1435
2025-07-10,2100 - 2200,50,447,1038,13,591
2025-07-10,2200 - 2300,35,511,1384,12,873
2025-07-10,2300 - 0000,34,395,844,22,449
2025-07-11,0500 - 0600,36,215,540,32,325
2025-07-11,0600 - 0700,51,1305,2028,18,723
2025-07-11,0700 - 0800,61,273,466,10,193
2025-07-11,0800 - 0900,34,412,935,8,523
2025-07-11,0900 - 1000,22,473,721,20,248
2025-07-11,1000 - 1100,16,753,1243,9,490
2025-07-11,1100 - 1200,23,1126,2085,12,959
2025-07-11,1200 - 1300,17,627,1390,10,763
2025-07-11,1300 - 1400,41,1629,3342,17,1713
2025-07-11,1400 - 1500,54,1338,2998,18,1660
